index,link,body
413,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=379,1. 튀기지 않은 쌀면을 사용하여 부담없이 즐기실 수 있습니다.2. 쇠고기 육수와 향신료를 사용하여 베트남쌀국수 고유의 맛을 재현하였습니다.
414,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=380,부드럽고 탄력있는 식감최신식 신규 설비로 보다 안전하게! 보다 맛있게! 만들었습니다.
415,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=381,- 20% UP! 밥을 더 담아 든든한 오뚜기 컵밥 (자사 기존 컵밥제품 대비)- 잘재운 양념과 오삼의 환상 궁합!- 더 길어진 스푼으로 편리하게 드세요.
416,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=382,1. 국내 최초 오뚜기만의 쌀가공기술로 만들어낸 가바 즉석밥2. 잡곡을 맛있는 비율로 섞어 뛰어난 밥맛 재현3. 가바백미에 찰진 찹쌀과 노란 찰기장을 혼합하여 보기 좋고 영양가 있는 밥
417,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=383,"직접 볶은 춘장과 양파로 맛을 낸 진한 간짜장1. 춘장의 깊은 맛을 그대로 직접 볶은 춘장과 양파로 맛을 낸 진한 간짜장입니다.2. 필요한 만큼만 잘라 사용하여 편리하고, 조리가 쉬운 고형 짜장입니다.3. HACCP 인증"
418,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=384,100% Food Grade 원료로 만들어 안심하고 먹을 수 있어요! 식품조리 뿐만 아니라 다양한 용도로 사용 가능합니다. 식품조리 / 세척 / 청소 / 세탁 / 유아용품 세정 <식품 조리>제과 제빵 : 밀가루의 1~3% 비율로 사용합니다.생선 손질 : 물에 베이킹소다를 약간 넣고 헹구면 비린내가 제거 됩니다.소다수 : 오렌지 또는 레몬 즙 1컵에 베이킹소다 1/4작은술을 사용합니다. <세척 · 청소>야채 및 과일 세척 : 물에 베이킹소다를 약간 넣고 헹구면 불순물이 제거 됩니다.(세척제 용액에 야채 및 과일을 5분 이상 담그지 마십시오.)배수구 청소 : 베이킹소다를 배수구에 뿌린 후 식초를 붓고 거품이 올라오면 뜨거운 물을 붓습니다. 비율 - 오뚜기베이킹소다(1) : 오뚜기식초(1) <세탁 · 살균>빨래 세탁 : 세제를 넣고 베이킹소다를 약간 넣으면 색상이 더욱 선명해집니다.(중성세제 전용의류 세탁에는 첨가하지 마십시오.)도마 살균 : 베이킹소다와 식초를 비율대로 도마에 뿌린 후 10분 정도 후에 뜨거운 물로 헹굽니다. 비율 - 오뚜기베이킹소다(1) : 오뚜기식초(1) 
419,https://ottogi.co.kr/product/product_view.asp?page=42&hcode=&mcode=&stxt=&orderby=BEST&idx=386,"- 오뚜기의 오랜 식품 노하우를 담아 믿고 고를 수 있도록 만들었습니다.- 깔끔하고 깊은 맛이 잡내를 잡아주며 꽁치, 병어, 삼치, 조기  등 조림용 모든 생선에 잘  어울립니다."
420,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=368,"1. 영양많은 전복과 버섯이 듬뿍, 오뚜기 맛있는 전복죽2. 다양한 버섯과 야채가 들어있어 맛이 조화로운 전복죽"
421,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=369,"1. 고소한 맛과 영양가득, 오뚜기 맛있는 새송이쇠고기죽 2. 쇠고기를 직화솥에 참기름으로 볶아 더욱 고소하고 맛있는 새송이쇠고기죽"
422,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=370,"1. 담백한 황다랑어(고급어종) 참치와 4가지 야채 2. 4가지야채(양파, 양배추, 당근, 파)로 더욱 풍부한 맛의 참치죽"
423,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=371,1. 진한 단호박과 쫀득한 새알심의 단호박죽 2. 단호박이 풍부하여 더욱 달콤하고 맛있는 죽!3. 쫀득한 새알심(떡)이 들어있어 더욱 맛있는 오뚜기 단호박죽!
424,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=372,"‘볶음진짬뽕’은 넓은 면발과 자연스러운 불맛, 그리고 다양한 건더기까지 즐길 수 있는 중화 볶음면입니다.  넓은 면발인 4mm의 ‘극태(極太)면’을 사용하여 소스가 면에 잘 베어 들고 면 발이 더욱 쫄깃하며, 자연스러운 짬뽕의 불맛을 살린 유성스프로 짬뽕 특유의 맛을 살렸습니다. 특히, 물을 쉽게 따라버릴 수 있도록 고안된 ‘간편콕스티커’를 적용하여 더욱 편리하게 용기면을 조리할 수 있습니다. "
425,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=912,1) 사과농축액과 몸에 좋은 유산균을 넣고 강황을 발효하여 풍미가 더욱 깊고 진합니다. 2) 강황이 84.3% 증가(당사 바몬드카레골드 약간매운맛 100g 기준)하여 건강에 더욱 좋습니다.3) 발효홍삼분을 첨가하여 온 가족 건강에 더욱 좋은 고급 카레입니다.
426,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=914,"1) 고소하고 진한 버터를 넣은 부드러운 카레 2) 오뚜기 맛있는 버터치킨 카레는 은은한 카레향과 고소하고 진한 버터가 크림, 닭육수와 어울려 온가족이 부드럽게 드실 수 있는 카레입니다. "
427,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=915,1. 진한 통단팥과 쫀득한 새알심의 통단팥죽 2. 풍부한 팥 함량과 톡톡 씹히는 통단팥! 3. 쫀득한 새알심(떡)이 들어있어 더욱 맛있는 오뚜기 통단팥죽 
428,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=483,"1. 강황함량이 57.4% 더 증가(오뚜기카레 약간매운맛 기준)한 고급카레입니다.2. 로즈마리, 월계수잎 등 천연향신료를 잘 조화시킨 고급카레입니다.3. 최신기술의 과립형 분말로 물에 잘 녹아 조리하기 더욱 편리합니다.4. HACCP 인증"
429,https://ottogi.co.kr/product/product_view.asp?page=43&hcode=&mcode=&stxt=&orderby=BEST&idx=484,"1. 강황함량이 57.4% 더 증가(당사 오뚜기카레 약간매운맛 기준)한 고급카레입니다.2. 로즈마리, 월계수잎 등 천연향신료를 잘 조화시킨 고급카레입니다.3. 최신기술의 과립형 분말로 물에 잘 녹아 조리하기 더욱 편리합니다.4. HACCP 인증"
430,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=485,"오뚜기 양송이스프는 양질의 양송이를 사용하여 풍미가 짙으며 영양이 풍부하고 맛이 부드러워 노약자, 어린이 및 수험생의 간식과 간편한 식사대용으로 좋습니다."
431,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=486,"오뚜기 크림스프는 풍미 짙은 우유의 맛을 느낄 수 있으며 영양이 풍부하고 맛이 부드러워 노약자, 어린이 및 수험생의 간식과 간편한 식사대용으로 좋습니다."
432,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=487,"오뚜기 옥수수스프는 양질의 옥수수를 사용하여 풍미가 짙으며 영양이 풍부하고 맛이 부드러워 노약자, 어린이 및 수험생의 간식과 간편한 식사대용으로좋습니다."
433,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=494,"1. 박력밀가루에 정백당, 정제포도당 등을 알맞게 배합하여 만든 제품입니다.2. 어느 가정에서나 맛있는 핫케이크, 스폰지케이크, 찜케이크 등을 간편하게 만들어 드실 수 있습니다. 3. 오뚜기 핫케이크가루로 맛있는 영양간식을 준비하세요."
434,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=495,"1. 코코아분말과 쵸코칩을 넣어 만든 제품입니다.2. 어느 가정에서나 맛있는 쵸코핫케이크, 쵸코찜케이크, 쵸코스폰지케이크, 쵸코쿠키, 쵸코머핀 등의 다양한 쵸코맛 케이크를 간편하게 만들어 드실 수 있습니다. 3. 오뚜기 쵸코핫케이크가루로 맛있는 간식을 준비하세요."
435,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=496,"1. 박력밀가루와 정백당 등의 원료를 알맞게 배합하여 만든 제품입니다.2. 어느 가정에서나 도나스, 과자, 빵 등을 간편하게 만들어 드실 수 있습니다. 3. 오뚜기 도나스가루로 맛있는 영양간식을 준비하세요."
436,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=497,"1. 양질의 녹두분말에 쌀가루, 정제염 등의 원료를 우리 입맛에 맞게 배합하여 만든 제품입니다.2. 어느 가정에서나 맛있는 녹두빈대떡을 간편하게 만들어 드실 수 있습니다. 3. 오뚜기 녹두빈대떡가루로 온가족을 위한 즐거운 식탁을 준비하세요.4. 오뚜기 녹두빈대떡가루는 각종 부침요리에 사용해도 좋습니다. "
437,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=498,"1. 양질의 소맥분을 주원료로 한 신선한 식빵으로 만들어 맛과 향이 뛰어나며 고소하고 바삭바삭하게 튀겨집니다.2. 돈까스, 새우튀김, 생선튀김,핫도그, 햄버거, 비후까스 등 각종튀김을 보다 맛있게 만들 수 있는 튀김용 재료입니다. 3. 오뚜기 빵가루로 온 가족을 위한 맛있는 튀김요리를 준비하세요."
438,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=499,"1. 쌀가루, 옥수수분말을 사용하여 바삭함과 고소한 맛을 향상시킨 고급 튀김가루입니다. 2. 누구나 쉽게 일식집 튀김처럼 바삭하고 고소한 튀김을 만들 수 있습니다. 3. 식어도 바삭함이 유지되고, 마늘 등의 양념이 우리 입맛에 맞게 배합되어있어 간편하게 바삭하고 고소한 튀김을 즐길 수 있습니다.4. 튀김 옷이 얇게 입혀져 재료 고유의 맛을 잘 느낄 수 있습니다.5. 지퍼가 있어 사용 후 보관이 편리합니다."
439,https://ottogi.co.kr/product/product_view.asp?page=44&hcode=&mcode=&stxt=&orderby=BEST&idx=500,"1. 알파화 옥수수분말, 감자분말을 사용하여 겉 표면의 바삭거림과 고소한 맛을 향상시킨 고급 부침가루입니다. 2. 양념이 우리입맛에 맞게 배합되어 있어 간편하게 고소하고 바삭한 부침을 즐길 수 있습니다. 3. 지퍼가 있어 사용 후 보관이 편리합니다."
440,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=501,"- 청정 지역에서 키운 쇠고기, 신선한 야채와 함께 각종 양념을 넣어 정성을 다해 만들었습니다.- 고유의 맛과 영양을 살리기 위한 첨단 동결진공건조 공법으로 육개장의 얼큰함을 그대로 담았습니다.- 끓는 물에 2분이면 진하고 얼큰한 육개장이 됩니다. "
441,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=503,"- 전통 방식으로 말린 북어와 신선한 계란, 파 등 좋은 재료를 엄선하여, 정성을 다해 만들었습니다.- 고유의 맛과 영양을 살리기 위한 첨단 동결진공건조 공법으로 북어국의 시원함을 그대로 담았습니다.- 끓는 물에 2분이면 깔끔하고 개운한 북어국이 됩니다."
442,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=507,고소하고 부드러운 대한민국 1등 마요네스!진하고 고소한 맛을 즐기실수 있습니다.
443,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=508,"1. 고소한 맛은 그대로, 지방 함량은 반으로!2. 맛과 칼로리를 한번에 잡아 걱정 없이 가볍게 즐길 수 있는 마요네스입니다."
444,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=509,"1. 오뚜기 논콜마요는 콜레스테롤을 없애면서 마요네스의 맛을 그대로 살린 고소한 소스입니다.2. 마요네스의 고소함과 부드러운 신맛, 단맛의 조화로 샐러드에 아주 잘 어울리는 제품입니다."
445,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=511,"1. 1000아일랜드(island)는 드레싱의 피클이 마치 바다에 떠 있는 천 개의 섬과 같다고 하여 붙여진 이름입니다.2. 토마토케챂, 오이피클을 비롯하여 다양한 향신료가 들어가 향미가 풍부하고 고소한 맛과 신맛, 단맛이 조화를 이룹니다.3. 야채샐러드, 토마토샐러드, 육류요리에 잘 어울립니다. "
446,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=514,"1. 각종 튀김요리와 치킨요리에 머스타드의 매콤함과 벌꿀의 달콤함이 잘 어우러진 소스입니다.2. 닭가슴살샐러드, 소시지, 각종 튀김요리에 잘 어울립니다."
447,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=515,"1. 스위트렐리쉬, 딜렐리쉬의 아삭한 식감과 레몬의 산뜻한 맛과 은은한 향신료맛이 잘 혼합된 소스로 각종 튀김요리와 함께 드시면 맛을 한층 더 풍부하게 느끼실 수 있습니다.2. 생선까스, 새우튀김, 계란샐러드에 잘 어울립니다. "
448,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=516,"1.햄, 오이피클과 다양한 향신료가 잘 조화되어 빵에 살짝 바르기만 하면 맛있는 샌드위치가 됩니다.2.카나페 토핑, 야채샐러드 드레싱으로도 사용할 수 있습니다."
449,https://ottogi.co.kr/product/product_view.asp?page=45&hcode=&mcode=&stxt=&orderby=BEST&idx=517,"1.오이피클, 피망, 양파, 당그 등의 풍부한 야채에 고소한 맛이 잘 어우러진 스프레드로 빵에 바르기만 하면 간단하게 샌드위치를 즐길 수 있습니다.2.카나페 토핑, 과일샐러드나 튀김의 딥핑소스로도 사용할 수 있습니다."
450,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=519,"1. 적포도주로 숙성하여 각종 고기의 맛을 부드럽고 풍미깊게 해주는 정통 스테이크 소스입니다.2. 각종 스테이크나 햄버거, 갈비나 불고기 등 육류요리, 생선이나 닭고기를 재울 때 사용하면 좋습니다."
451,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=521,신선한 토마토 소스에알맞게 볶은 국산 마늘&양파와 고소한 버터로진한 풍미 가득한 마늘&양파 스파게티소스
452,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=522,1. 양조식초는 발효식초에 속하며 맥아엑기스를 주원료로 초산발효를 거쳐서 만든 것입니다.2. 맥아엑기스는 보리싹(맥아)에 들어있는 효소로 겉보리를 분해하여 농축시킨 것으로 100% 보리가 들어있습니다.
453,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=523,1. 정성된 현미를 원료로 하여 발효숙성시킨 발효식초로 1L당 80g의 현미를 함유하고 있는 100% 발효식초입니다.2. 현미함량이 높아 짙은 풍미를 느낄 수 있습니다.
454,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=524,"1. 전분질, 당밀 등의 곡류를 원료로서 알코올발효한 발효주정을 초산발효시킨 무색투명한 식초입니다.2. 산도 10% 이상의 식초로서 신맛이 강하고 산뜻합니다.3. 요리의 고유색을 유지시켜주며 초고추장, 장아찌, 무침 등을 만드는데 사용하면 좋습니다."
455,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=526,1. 발효식초로 사과식초 1L당 360g의 사과즙이 포함되어 있는 100% 발효식초입니다.2. 상큼한 사과과즙이 함유되어 짙은 사과향이 그대로 살아 있습니다.3. 일반식초보다 산도가 2배 높아 적은 양으로 같은 신맛을 내므로 훨씬 경제적입니다.
456,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=527,1. 발효식초로 사과식초 1L당 360g의 사과즙이 포함되어 있는 100% 발효식초입니다.2. 상큼한 사과과즙이 함유되어 짙은 사과향이 그대로 살아 있습니다.3. 일반식초보다 산도가 3배나 높고 풍미도 좋아 종전의 1/3양으로도 상큼하고 강한 신맛을 낼 수 있어 경제적입니다.
457,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=528,1. 양조식초는 발효식초에 속하며 맥아엑기스를 주원료로 초산발효를 거쳐서 만든 것입니다.2. 맥아엑기스는 보리싹(맥아)에 들어있는 효소로 겉보리를 분해하여 농축시킨 것으로 100% 보리가 들어있습니다.3. 일반식초보다 산도가 3배나 높고 풍미도 좋아 종전의 1/3양으로도 상큼하고 강한 신맛을 낼 수 있어 경제적입니다.
458,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=531,"3분 카레는? 오뚜기 3분 카레는 향긋한 열대지방의 천연향신료로 만든 카레분과 국산과일로 만든 과일소스, 열대과일로 만든 열대과일퓨레가 잘 어우러져 깊고 부드러운 맛이 살아 있습니다. 감자, 당근 등 큼직한 건더기를 듬뿍 넣어 씹히는 맛이 좋습니다.완전 조리된 식품으로 간편하게 드실 수 있습니다."
459,https://ottogi.co.kr/product/product_view.asp?page=46&hcode=&mcode=&stxt=&orderby=BEST&idx=405,"1. 양배추 샐러드인 코울슬로 샐러드를 집에서도 간편하게 만들어 드실 수 있는 드레싱입니다.2. 타라곤의 부드럽고 은은한 향이 야채 본연의 맛을 더욱 잘 살려줍니다.3. 양배추샐러드, 스위트콘 샐러드에 잘 어울립니다."
460,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=406,"1. 사과와 열대과일의 맛이 잘 조화되어 더욱 달콤하고 진한 정통 돈까스 소스입니다.2. 돈까스, 비프커틀렛 등 각종 커틀렛 요리, 각종 튀김 및 조림 요리"
461,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=407,1. 잘 익은 토마토와 엄선된 각종 향신료들이 이상적으로 배합되어 있습니다.2. 가정에서도 이태리풍의 정통 피자맛을 손쉽게 즐길 수 있는 고급 소스입니다.
462,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=409,"1.9번 엄선한 순수함, 비법의 방식으로 볶아 고소함이 일품2. 여러 단계의 선별과정과 엄격한 품질관리로 깨끗합니다.3. 나물무침, 볶음요리, 조림요리, 구이, 김치류, 각종 요리의 고명으로 사용하실 수 있습니다."
463,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=410,"1. 옛날물엿은 맥아당 함량이 많아 각종 요리의 맛을 더해주고, 오랫동안 그 맛을 유지시켜주며, 윤기는 한결 좋게 유지시켜 줍니다.2. 양념장에 넣으면 고기가 연해지며 훨씬 맛있는 요리가 됩니다.3. 조림류, 무침류, 구이류 등에 사용하면 좋습니다.4. 고추장을 담글 때 엿기름 대신 넣어 사용하면 맛있는 장을 쉽게 만들 수 있습니다. 5. 한과류 및 맛탕을 만들 때 넣고 조리거나 바르면 오랫동안 맛이 유지됩니다."
464,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=411,"3분 카레는? 오뚜기 3분 카레는 향긋한 열대지방의 천연 향신료로 만든 카레분과 국산과일로 만든 쟈스네, 열대과일로 만든 열대과일퓨레가 잘 어우러져 깊고 부드러운 맛이 살아있습니다.감자, 당근 등 큼직한 건더기를 듬뿍 넣어 씹히는 맛이 좋습니다.완전 조리된 식품으로 간편하게 드실 수 있습니다."
465,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=412,"오뚜기 3분 사천짜장은 직화솥에 볶은 구수한 춘장에 양파, 감자, 돼지고기가 두반장, 고추 등 매콤한 양념과 잘 어우러져 사천풍 짜장의 진미를 간편하게 즐길 수 있습니다. "
466,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=413,"1. 아이들이 좋아하는 햄버그 스테이크를 가정에서 손쉽고 간편하게 즐기실 수 있습니다.2. 완전 조리된 식품으로 간편하게 드실 수 있습니다.3. 가정에서 만든 것처럼 맛과 영양이 풍부하며 보존료가 전혀 들어 있지 않습니다.4. 신선한 국산 돼지고기와 국산 양파를 잘 다져서 계란과 빵가루로 반죽하여 만든 쫄깃한 햄버그에 오뚜기의 진한 특제 스테이크소스를 더하여 아이들의 영양간식으로 좋습니다.5. 술안주, 야외 나들이에도 간편하게 사용하세요."
467,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=417,1. 신선한 과실을 사용하여 포도의 진한 맛과 향이 그대로 살아있습니다.2. 과일 알갱이가 살아있는 프리저브 형태로 아삭이는 식감이 좋을 뿐만 아니라 과일의 원형을 살리기 위해서 보다 좋은 신선한 원료만을 사용합니다.3. 합성착색료와 보존료가 들어 있지 않는 제품입니다.
468,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=418,"1. 신선한 과실을 사용하여 딸기, 사과, 포도의 풍부한 맛과 향이 잘 어우러져 있습니다. 2. 과일 알갱이가 살아있는 프리저브 형태로 아삭이는 식감이 좋을 뿐만 아니라 과일의 원형을 살리기 위해서 보다 좋은 신선한 원료만을 사용합니다.3. 합성착색료와 보존료가 들어 있지 않는 제품입니다."
469,https://ottogi.co.kr/product/product_view.asp?page=47&hcode=&mcode=&stxt=&orderby=BEST&idx=419,1. 신선하고 향긋한 사과 과육이 그대로 살아있습니다.2. 과일 알갱이가 살아있는 프리저브 형태로 아삭이는 식감이 좋을 뿐만 아니라 과일의 원형을 살리기 위해서 보다 좋은 신선한 원료만을 사용합니다.3. 합성착색료와 보존료가 들어 있지 않는 제품입니다.
470,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=420,"1. 케이크시럽은 메이플 고유의 맛과 향을 가지고 있어 각종 요리의 맛과 향을 증진시켜줍니다.2. 벌꿀 및 올리고당이 첨가되어 있어 부드러운 단맛을 가지고 있습니다.3. 요리에 사용하면 맛과 향이 좋아지고 식은 후 굳어지는 현상을 방지합니다.4. 핫케이크, 토스트, 와플 등에 찍어먹는 시럽용으로 사용하고 팥빙수, 아이스크림등에는 끼얹어 먹는 토핑용으로 사용하면 좋습니다."
471,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=421,"1. 엄선된 좋은 복숭아만을 들여와 국내에서 가공한 제품으로 신선하며,?맛과 향이 좋고 과육의 식감이 뛰어납니다.2. 그냥 드시거나, 샐러드 및 아이들 간식용으로 다양하게 활용하셔도 맛있게 드실 수?있습니다."
472,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=423,"1. 오뚜기밥은 품질 좋은 벼를 저온창고에 보관했다가 필요한 만큼만 도정하여 정성껏 지어서 맛과 영양이 살아있습니다.2. 정선된 쌀을 깨끗한 물로 씻어내고, 찰지고 먹기 좋게 수분을 조정하여 압력밥솥의 원리인 고온고압으로 밥을 짓고 뜸을 들이는 오뚜기밥은 쌀의 윤기가 살아있고 찰집니다.3. 먼지나 미생물이 침범할 수 없는 클린룸에서 완벽한 위생처리 과정을 거쳐 만들어지는 오뚜기밥은 보존료 없이도 실온에서 9개월간 보관할 수 있습니다."
473,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=424,"1. 오뚜기밥은 품질 좋은 벼를 저온창고에 보관했다가 필요한 만큼만 도정하여 정성껏 지어서 맛과 영양이 살아있습니다.2. 정선된 쌀을 깨끗한 물로 씻어내고, 찰지고 먹기 좋게 수분을 조정하여 압력밥솥의 원리인 고온고압으로 밥을 짓고 뜸을 들이는 오뚜기밥은 쌀의 윤기가 살아있고 찰집니다.3. 먼지나 미생물이 침범할 수 없는 클린룸에서 완벽한 위생처리 과정을 거쳐 만들어지는 오뚜기밥은 보존료 없이도 실온에서 9개월간 보관할 수 있습니다."
474,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=425,"1. 옛날 맛 그대로 무쇠판에 직접 구워내어 구수한 누룽지의 깊은 맛을 즐기실 수 있습니다.2. 쌀 100%로 정성스럽게 만든 좋은 제품입니다.3. 뜨거운 물만 부으면 3분 OK!!4. 여행, 등산, 낚시 등에 간편하게 휴대하실 수 있습니다."
475,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=426,1. 옛날부터 전래되어온 전통식 제조방법에 의해 생산된 제품입니다.2. 오뚜기 당면은 면발이 쫄깃쫄깃하고 부드러우며 잘 퍼지지 않습니다.3. 명반을 전혀 첨가하지 않은 좋은 제품입니다.
476,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=427,1. 옛날부터 전래되어온 전통식 제조방법에 의해 생산된 제품입니다.2. 오뚜기 당면은 면발이 쫄깃쫄깃하고 부드러우며 잘 퍼지지 않습니다.3. 면발을 분리하기 쉬워 간편하게 사용하실 수 있습니다.4. 명반을 전혀 첨가하지 않은 좋은 제품입니다.
477,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=429,1.진라면 순한맛의 국물맛을 컵면으로 만든 제품입니다.2.쫄깃하고 찰기있는 면에 사골국물과 감칠맛이 조화된 진하고 순한맛입니다.
478,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=431,"1. 태평양에서 잡아 올린 참치를 -20℃로 급속동결하여 신선함을 유지시켜 싱싱한 참치의 맛과 영양이 그대로 살아있는 고단백식품입니다.2. 야채원료(양파, 양배추)를 사용하여 참치의 비린맛을 줄였습니다.3. 기호에 따라 밥반찬, 샐러드, 샌드위치, 김치찌개, 부침 등으로 드셔도 좋습니다."
479,https://ottogi.co.kr/product/product_view.asp?page=48&hcode=&mcode=&stxt=&orderby=BEST&idx=432,"1. 청정 남해바다에서 채취하여 깨끗하고 신선하며 물에 데친 후 원초를 다시 세척, 선별하였습니다. 2. 무공해 자연식품으로 칼슘, 미네랄 등 각종 영양소가 골고루 함유되어 있는 알칼리성 식품입니다. 3. 물에 담궈 두어도 잘 퍼지지 않아 원래의 형태 및 식감이 그대로 유지됩니다. 4. 최신건조방식으로 급속건조 시켜 미역 고유의 맛과 향이 고스란히   살아 있습니다.5. 미역은 자연에서 얻어지는 1차식품이므로 물에 충분히 담근 후 이물질을 제거하고 섭취하여 주시기 바랍니다."
480,https://ottogi.co.kr/product/product_view.asp?page=49&hcode=&mcode=&stxt=&orderby=BEST&idx=433,1. 알덴테 식감이 살아있는 스파게티면2. 진하고 풍부한 맛의 미트소스3. 고소한 풍미를 더해주는 파마산 치즈분말
